wl,reference,5,10,15,30,50,70,p3ht
521.72564,,,,,,,,1.09486
521.73,,1.067,1.025,1.068,1.021,0.9616,0.9539,
521.981,0.5264,,,,,,,
522.5765200000001,,,,,,,,1.09425
522.58,,1.067,1.024,1.067,1.02,0.9591,0.9513,
522.899,0.5271,,,,,,,
523.4273900000001,,,,,,,,1.09372
523.43,,1.067,1.022,1.067,1.018,0.9562,0.9484,
523.816,0.5277,,,,,,,
524.2782599999999,,,,,,,,1.0970799999999998
524.28,,1.067,1.02,1.068,1.017,0.9532,0.9455,
524.734,0.5282,,,,,,,
525.12913,,,,,,,,1.10389
525.13,,1.067,1.019,1.069,1.015,0.9501,0.9426,
525.652,0.5286,,,,,,,
525.98,,1.068,1.017,1.07,1.014,0.9473,0.9399,1.10468
526.569,0.529,,,,,,,
526.83,,1.069,1.015,1.071,1.012,0.9444,0.9371,
526.83087,,,,,,,,1.09515
527.487,0.5293,,,,,,,
527.68,,1.069,1.013,1.073,1.01,0.9415,0.9345,
527.68175,,,,,,,,1.08509
528.405,0.5293,,,,,,,
528.53,,1.07,1.012,1.074,1.008,0.9384,0.9319,
528.5326200000001,,,,,,,,1.08049
529.323,0.5293,,,,,,,
529.38,,1.07,1.01,1.074,1.006,0.9355,0.9294,
529.38349,,,,,,,,1.07988
530.23,,1.07,1.009,1.074,1.004,0.9327,0.9266,
530.2343599999999,,,,,,,,1.08073
530.24,0.5292,,,,,,,
531.08523,,,,,,,,1.08138
531.09,,1.07,1.007,1.073,1.001,0.9297,0.9237,
531.158,0.5291,,,,,,,
531.9361,,,,,,,,1.08312
531.94,,1.069,1.005,1.071,0.9983,0.9265,0.9207,
532.076,0.5291,,,,,,,
532.78697,,,,,,,,1.08511
532.79,,1.068,1.003,1.07,0.9957,0.9233,0.9176,
532.993,0.529,,,,,,,
533.63785,,,,,,,,1.085
533.64,,1.066,1.001,1.069,0.9932,0.9203,0.9145,
533.911,0.5288,,,,,,,
534.4887200000001,,,,,,,,1.08313
534.49,,1.065,0.9984,1.069,0.9909,0.9176,0.9113,
534.829,0.5288,,,,,,,
535.33959,,,,,,,,1.08043
535.34,,1.065,0.996,1.068,0.9886,0.9146,0.9082,
535.747,0.5288,,,,,,,
536.19,,1.064,0.9935,1.068,0.986,0.9114,0.905,
536.1904599999999,,,,,,,,1.07495
536.664,0.5289,,,,,,,
537.04,,1.063,0.991,1.068,0.9835,0.9083,0.9021,
537.04133,,,,,,,,1.06308
537.582,0.5289,,,,,,,
537.89,,1.063,0.9887,1.067,0.981,0.9055,0.8993,
537.8922,,,,,,,,1.04941
538.5,0.5289,,,,,,,
538.74,,1.063,0.9868,1.066,0.9788,0.903,0.8966,
538.74308,,,,,,,,1.0437
539.417,0.5289,,,,,,,
539.59,,1.063,0.9852,1.065,0.9767,0.9005,0.894,
539.59395,,,,,,,,1.04614
540.335,0.529,,,,,,,
540.44,,1.063,0.9838,1.064,0.9747,0.898,0.8913,
540.44482,,,,,,,,1.04762
541.253,0.5291,,,,,,,
541.29569,,,,,,,,1.04425
541.3,,1.064,0.9823,1.063,0.9728,0.8954,0.8888,
542.1465599999999,,,,,,,,1.0414
542.15,,1.064,0.9808,1.063,0.9709,0.8928,0.8861,
542.17,0.5291,,,,,,,
542.99743,,,,,,,,1.04123
543.0,,1.064,0.979,1.063,0.9691,0.8902,0.8835,
543.088,0.5291,,,,,,,
543.84831,,,,,,,,1.03771
543.85,,1.063,0.9771,1.063,0.9672,0.8874,0.8807,
544.006,0.5291,,,,,,,
544.69918,,,,,,,,1.02904
544.7,,1.063,0.975,1.062,0.9651,0.8846,0.8779,
544.924,0.5292,,,,,,,
545.55,,1.061,0.9729,1.061,0.963,0.8819,0.8752,
545.55005,,,,,,,,1.0231
545.841,0.5291,,,,,,,
546.4,,1.06,0.9709,1.06,0.961,0.8795,0.8726,
546.40092,,,,,,,,1.02341
546.759,0.529,,,,,,,
547.25,,1.059,0.9691,1.059,0.9591,0.8774,0.8702,
547.25179,,,,,,,,1.02408
547.677,0.5289,,,,,,,
548.1,,1.058,0.9675,1.058,0.9572,0.8755,0.8679,
548.10266,,,,,,,,1.0209
548.594,0.5288,,,,,,,
548.95,,1.058,0.9658,1.057,0.9552,0.8736,0.8655,
548.9535400000001,,,,,,,,1.01637
549.512,0.5287,,,,,,,
549.8,,1.058,0.9642,1.055,0.9531,0.8716,0.8631,
549.80441,,,,,,,,1.0128700000000002
550.43,0.5286,,,,,,,
550.65528,,,,,,,,1.00786
550.66,,1.058,0.9624,1.054,0.951,0.8696,0.8605,
551.348,0.5285,,,,,,,
551.50615,,,,,,,,1.00063
551.51,,1.059,0.9608,1.053,0.949,0.8675,0.8579,
552.265,0.5284,,,,,,,
552.35702,,,,,,,,0.99549
552.36,,1.058,0.9592,1.052,0.947,0.8653,0.8554,
553.183,0.5284,,,,,,,
553.20789,,,,,,,,0.99563
553.21,,1.058,0.9577,1.052,0.9449,0.863,0.853,
554.05876,,,,,,,,0.99813
554.06,,1.057,0.9563,1.051,0.943,0.8609,0.8508,
554.101,0.5284,,,,,,,
554.9096400000001,,,,,,,,0.99701
554.91,,1.056,0.955,1.05,0.9412,0.8589,0.8487,
555.018,0.5285,,,,,,,
555.76,,1.055,0.9537,1.049,0.9397,0.8573,0.8467,
555.76051,,,,,,,,0.99165
555.936,0.5284,,,,,,,
556.61,,1.055,0.9523,1.048,0.9382,0.8557,0.8447,
556.6113799999999,,,,,,,,0.98646
556.854,0.5283,,,,,,,
557.46,,1.055,0.9509,1.047,0.9367,0.8543,0.8427,
557.46225,,,,,,,,0.98262
557.771,0.5281,,,,,,,
558.31,,1.055,0.9494,1.046,0.9351,0.8527,0.8405,
558.31312,,,,,,,,0.97886
558.689,0.528,,,,,,,
559.16,,1.055,0.9479,1.045,0.9334,0.851,0.8383,
559.16399,,,,,,,,0.97497
559.607,0.5278,,,,,,,
560.01,,1.055,0.9464,1.044,0.9316,0.8493,0.8361,
560.01487,,,,,,,,0.97148
560.525,0.5276,,,,,,,
560.8657400000001,,,,,,,,0.96904
560.87,,1.054,0.9449,1.042,0.9299,0.8477,0.8341,
561.442,0.5275,,,,,,,
561.71661,,,,,,,,0.96815
561.72,,1.054,0.9434,1.04,0.9281,0.8462,0.8321,
562.36,0.5275,,,,,,,
562.5674799999999,,,,,,,,0.96887
562.57,,1.054,0.942,1.038,0.9263,0.8449,0.8303,
563.278,0.5274,,,,,,,
563.41835,,,,,,,,0.96943
563.42,,1.054,0.9406,1.036,0.9247,0.8437,0.8284,
564.195,0.5274,,,,,,,
564.26922,,,,,,,,0.96619
564.27,,1.054,0.9393,1.035,0.9232,0.8425,0.8266,
565.113,0.5273,,,,,,,
565.12,,1.054,0.938,1.033,0.9217,0.8415,0.8247,
565.1201,,,,,,,,0.96028
565.97,,1.054,0.9366,1.032,0.9201,0.8404,0.8229,
565.97097,,,,,,,,0.95486
566.031,0.5271,,,,,,,
566.82,,1.054,0.9352,1.031,0.9183,0.8392,0.8212,
566.8218400000001,,,,,,,,0.95098
566.949,0.527,,,,,,,
567.67,,1.053,0.9338,1.029,0.9165,0.8379,0.8194,
567.6727099999999,,,,,,,,0.94828
567.866,0.5269,,,,,,,
568.52,,1.053,0.9325,1.028,0.9147,0.8366,0.8178,
568.52358,,,,,,,,0.94593
568.784,0.5268,,,,,,,
569.37,,1.052,0.9311,1.026,0.9129,0.8353,0.8163,
569.37445,,,,,,,,0.94266
569.702,0.5268,,,,,,,
570.22533,,,,,,,,0.93725
570.23,,1.052,0.9299,1.025,0.9113,0.8342,0.8148,
570.619,0.5267,,,,,,,
571.0762,,,,,,,,0.93123
571.08,,1.052,0.9286,1.023,0.9097,0.8331,0.8133,
571.537,0.5266,,,,,,,
571.9270700000001,,,,,,,,0.92706
571.93,,1.052,0.9275,1.022,0.9081,0.8321,0.8118,
572.455,0.5263,,,,,,,
572.7779400000001,,,,,,,,0.92556
572.78,,1.052,0.9265,1.02,0.9066,0.8315,0.8103,
573.373,0.5261,,,,,,,
573.6288099999999,,,,,,,,0.92557
573.63,,1.052,0.9255,1.019,0.905,0.8309,0.8088,
574.29,0.5257,,,,,,,
574.47968,,,,,,,,0.92478
574.48,,1.053,0.9244,1.017,0.9033,0.8303,0.8073,
575.208,0.5254,,,,,,,
575.33,,1.053,0.9232,1.016,0.9015,0.8295,0.8057,
575.33055,,,,,,,,0.92241
576.126,0.525,,,,,,,
576.18,,1.053,0.9219,1.014,0.8997,0.8288,0.8043,
576.18143,,,,,,,,0.91905
577.03,,1.054,0.9205,1.013,0.8978,0.828,0.8029,
577.0323,,,,,,,,0.91508
577.043,0.5247,,,,,,,
577.88,,1.053,0.919,1.011,0.8961,0.8272,0.8015,
577.8831700000001,,,,,,,,0.9111
577.961,0.5245,,,,,,,
578.73,,1.053,0.9175,1.009,0.8943,0.8263,0.8001,
578.73404,,,,,,,,0.90765
578.879,0.5243,,,,,,,
579.58,,1.053,0.9159,1.008,0.8926,0.8256,0.7987,
579.5849099999999,,,,,,,,0.90486
579.796,0.5241,,,,,,,
580.43578,,,,,,,,0.90223
580.44,,1.053,0.9144,1.006,0.8909,0.825,0.7974,
580.714,0.5239,,,,,,,
581.28666,,,,,,,,0.89974
581.29,,1.054,0.913,1.005,0.8893,0.8246,0.7961,
581.632,0.5236,,,,,,,
582.13753,,,,,,,,0.8979
582.14,,1.054,0.9117,1.003,0.8876,0.8242,0.7948,
582.55,0.5233,,,,,,,
582.9884,,,,,,,,0.8966200000000001
582.99,,1.054,0.9105,1.002,0.8859,0.8238,0.7935,
583.467,0.5229,,,,,,,
583.83927,,,,,,,,0.89518
583.84,,1.054,0.9092,1.001,0.8841,0.8233,0.7923,
584.385,0.5225,,,,,,,
584.69,,1.055,0.9079,0.9994,0.8823,0.8228,0.791,
584.69014,,,,,,,,0.89245
585.303,0.5221,,,,,,,
585.54,,1.055,0.9066,0.9984,0.8804,0.8222,0.7897,
585.5410099999999,,,,,,,,0.88905
586.22,0.5217,,,,,,,
586.39,,1.056,0.9054,0.9973,0.8786,0.8216,0.7883,
586.39189,,,,,,,,0.8856
587.138,0.5213,,,,,,,
587.24,,1.057,0.9042,0.9962,0.8767,0.8211,0.787,
587.24276,,,,,,,,0.8822200000000001
588.056,0.5209,,,,,,,
588.09,,1.059,0.9029,0.995,0.875,0.8206,0.7858,
588.09363,,,,,,,,0.8788799999999999
588.94,,1.06,0.9016,0.9937,0.8734,0.8202,0.7846,
588.9445,,,,,,,,0.87575
588.974,0.5205,,,,,,,
589.79537,,,,,,,,0.8731
589.8,,1.061,0.9004,0.9923,0.8718,0.8199,0.7836,
589.891,0.5202,,,,,,,
590.64624,,,,,,,,0.8710100000000001
590.65,,1.062,0.8993,0.9909,0.8704,0.8197,0.7827,
590.809,0.5199,,,,,,,
591.49712,,,,,,,,0.8693200000000001
591.5,,1.063,0.8984,0.9896,0.869,0.8195,0.7819,
591.727,0.5196,,,,,,,
592.34799,,,,,,,,0.8676799999999999
592.35,,1.064,0.8975,0.9885,0.8676,0.8194,0.781,
592.644,0.5193,,,,,,,
593.19886,,,,,,,,0.8655200000000001
593.2,,1.064,0.8965,0.9875,0.8661,0.8193,0.7801,
593.562,0.5191,,,,,,,
594.04973,,,,,,,,0.8625700000000001
594.05,,1.065,0.8957,0.9866,0.8646,0.8192,0.7792,
594.48,0.5188,,,,,,,
594.9,,1.067,0.8947,0.9857,0.8629,0.8192,0.7783,
594.9006,,,,,,,,0.8589700000000001
595.397,0.5186,,,,,,,
595.75,,1.068,0.8938,0.9848,0.8611,0.8191,0.7773,
595.75147,,,,,,,,0.85506
596.315,0.5183,,,,,,,
596.6,,1.069,0.8928,0.9841,0.8594,0.8192,0.7764,
596.60235,,,,,,,,0.8512700000000001
597.233,0.5181,,,,,,,
597.45,,1.071,0.8919,0.9835,0.8578,0.8193,0.7755,
597.45322,,,,,,,,0.8479
598.151,0.5179,,,,,,,
598.3,,1.072,0.8912,0.9832,0.8563,0.8194,0.7747,
598.3040900000001,,,,,,,,0.84515
599.068,0.5178,,,,,,,
599.15,,1.074,0.8906,0.983,0.855,0.8197,0.7741,
599.15496,,,,,,,,0.8431
599.986,0.5176,,,,,,,
600.00583,,,,,,,,0.84159
600.01,,1.076,0.8901,0.983,0.8539,0.8201,0.7736,
600.8567,,,,,,,,0.8398700000000001
600.86,,1.078,0.8897,0.983,0.8528,0.8205,0.7732,
600.904,0.5176,,,,,,,
601.70757,,,,,,,,0.83811
601.71,,1.08,0.8893,0.983,0.8518,0.821,0.7729,
601.821,0.5175,,,,,,,
602.55845,,,,,,,,0.8369
602.56,,1.082,0.8888,0.9828,0.8508,0.8215,0.7725,
602.739,0.5175,,,,,,,
603.40932,,,,,,,,0.8362799999999999
603.41,,1.084,0.8883,0.9826,0.8497,0.822,0.7722,
603.657,0.5176,,,,,,,
604.26,,1.087,0.8878,0.9824,0.8487,0.8227,0.7718,
604.2601900000001,,,,,,,,0.83494
604.575,0.5177,,,,,,,
605.11,,1.089,0.8873,0.9822,0.8477,0.8235,0.7715,
605.11106,,,,,,,,0.83189
605.492,0.5178,,,,,,,
605.96,,1.092,0.887,0.9823,0.8469,0.8244,0.7713,
605.9619299999999,,,,,,,,0.8284100000000001
606.41,0.518,,,,,,,
606.81,,1.094,0.8867,0.9825,0.8461,0.8255,0.7713,
606.8128,,,,,,,,0.8255899999999999
607.328,0.5183,,,,,,,
607.66,,1.097,0.8865,0.983,0.8454,0.8266,0.7713,
607.66368,,,,,,,,0.82431
608.245,0.5186,,,,,,,
608.51,,1.1,0.8863,0.9836,0.8448,0.8278,0.7715,
608.51455,,,,,,,,0.8237399999999999
609.163,0.519,,,,,,,
609.36542,,,,,,,,0.82306
609.37,,1.102,0.8861,0.9842,0.8442,0.8291,0.7717,
610.081,0.5195,,,,,,,
610.2162900000001,,,,,,,,0.8218200000000001
610.22,,1.105,0.886,0.9849,0.8438,0.8304,0.7721,
610.999,0.52,,,,,,,
611.06716,,,,,,,,0.82006
611.07,,1.108,0.8861,0.9856,0.8435,0.8319,0.7725,
611.916,0.5206,,,,,,,
611.9180299999999,,,,,,,,0.8186100000000001
611.92,,1.111,0.8861,0.9862,0.8433,0.8335,0.7729,
612.76891,,,,,,,,0.81742
612.77,,1.114,0.8863,0.9869,0.8433,0.8352,0.7735,
612.834,0.5212,,,,,,,
613.61978,,,,,,,,0.8163699999999999
613.62,,1.117,0.8865,0.9876,0.8433,0.8371,0.7741,
613.752,0.5218,,,,,,,
614.47,,1.12,0.8868,0.9885,0.8434,0.8391,0.7749,
614.47065,,,,,,,,0.81523
614.669,0.5225,,,,,,,
615.32,,1.124,0.8871,0.9896,0.8435,0.8412,0.7757,
615.32152,,,,,,,,0.8143699999999999
615.587,0.5233,,,,,,,
616.17,,1.128,0.8874,0.991,0.8437,0.8432,0.7765,
616.1723900000001,,,,,,,,0.81371
616.505,0.5241,,,,,,,
617.02,,1.132,0.8877,0.9925,0.844,0.8454,0.7774,
617.0232599999999,,,,,,,,0.8131
617.422,0.525,,,,,,,
617.87,,1.136,0.8881,0.9941,0.8444,0.8476,0.7783,
617.87414,,,,,,,,0.81224
618.34,0.526,,,,,,,
618.72501,,,,,,,,0.81137
618.73,,1.14,0.8884,0.9958,0.8448,0.8498,0.7793,
619.258,0.5269,,,,,,,
619.57588,,,,,,,,0.8105899999999999
619.58,,1.144,0.8888,0.9977,0.8453,0.8522,0.7803,
620.176,0.5279,,,,,,,
620.42675,,,,,,,,0.81001
620.43,,1.148,0.8891,0.9995,0.8458,0.8546,0.7813,
621.093,0.5289,,,,,,,
621.2776200000001,,,,,,,,0.8092
621.28,,1.152,0.8894,1.001,0.8463,0.857,0.7823,
622.011,0.5298,,,,,,,
622.12849,,,,,,,,0.80812
622.13,,1.157,0.8897,1.003,0.8469,0.8595,0.7834,
622.929,0.5308,,,,,,,
622.9793599999999,,,,,,,,0.80679
622.98,,1.161,0.89,1.005,0.8476,0.862,0.7846,
623.83,,1.165,0.8904,1.007,0.8484,0.8645,0.7858,
623.83024,,,,,,,,0.80576
623.846,0.5319,,,,,,,
624.68,,1.169,0.8907,1.008,0.8493,0.8669,0.7869,
624.68111,,,,,,,,0.80505
624.764,0.5329,,,,,,,
625.53,,1.173,0.8912,1.01,0.8502,0.8694,0.7881,
625.53198,,,,,,,,0.80462
625.682,0.534,,,,,,,
626.38,,1.176,0.8916,1.012,0.8511,0.8718,0.7891,
626.38285,,,,,,,,0.8042100000000001
626.6,0.535,,,,,,,
627.23,,1.18,0.892,1.014,0.8521,0.8741,0.79,
627.2337200000001,,,,,,,,0.8036800000000001
627.517,0.5359,,,,,,,
628.08,,1.184,0.8924,1.016,0.8529,0.8763,0.7908,
628.08459,,,,,,,,0.8031
628.435,0.5368,,,,,,,
628.93547,,,,,,,,0.8026
628.94,,1.187,0.8926,1.018,0.8537,0.8782,0.7915,
629.353,0.5378,,,,,,,
629.78634,,,,,,,,0.80256
629.79,,1.191,0.8927,1.021,0.8543,0.88,0.7921,
630.27,0.5388,,,,,,,
630.63721,,,,,,,,0.80277
630.64,,1.195,0.8928,1.023,0.855,0.8816,0.7926,
631.188,0.5398,,,,,,,
631.48808,,,,,,,,0.80302
631.49,,1.199,0.8929,1.026,0.8557,0.8832,0.7931,
632.106,0.5407,,,,,,,
632.33895,,,,,,,,0.8025899999999999
632.34,,1.203,0.893,1.028,0.8564,0.8847,0.7935,
633.023,0.5414,,,,,,,
633.18982,,,,,,,,0.80184
633.19,,1.206,0.8933,1.03,0.8571,0.8862,0.7939,
633.941,0.5421,,,,,,,
634.04,,1.209,0.8936,1.031,0.8579,0.8876,0.7943,
634.0407,,,,,,,,0.80099
634.859,0.5426,,,,,,,
634.89,,1.211,0.894,1.033,0.8587,0.8889,0.7945,
634.89157,,,,,,,,0.8004899999999999
635.74,,1.214,0.8944,1.034,0.8594,0.89,0.7947,
635.74244,,,,,,,,0.79977
635.777,0.543,,,,,,,
636.59,,1.216,0.8949,1.036,0.86,0.8909,0.7948,
636.59331,,,,,,,,0.79882
636.694,0.5434,,,,,,,
637.44,,1.218,0.8954,1.038,0.8605,0.8915,0.7947,
637.44418,,,,,,,,0.79777
637.612,0.5437,,,,,,,
638.29505,,,,,,,,0.79733
638.3,,1.22,0.8958,1.039,0.8608,0.8919,0.7945,
638.53,0.544,,,,,,,
639.14593,,,,,,,,0.7974399999999999
639.15,,1.223,0.8962,1.041,0.8612,0.8921,0.7942,
639.447,0.5444,,,,,,,
639.9968,,,,,,,,0.7979
640.0,,1.225,0.8966,1.043,0.8614,0.8921,0.7937,
640.365,0.5447,,,,,,,
640.84767,,,,,,,,0.7982100000000001
640.85,,1.227,0.8969,1.045,0.8616,0.8919,0.7929,
641.283,0.5449,,,,,,,
641.6985400000001,,,,,,,,0.79835
641.7,,1.228,0.8971,1.047,0.8617,0.8915,0.792,
642.201,0.545,,,,,,,
642.54941,,,,,,,,0.79833
642.55,,1.23,0.8973,1.049,0.8617,0.8909,0.7909,
643.118,0.5451,,,,,,,
643.4,,1.231,0.8975,1.05,0.8615,0.8901,0.7897,
643.40028,,,,,,,,0.7983399999999999
644.036,0.5452,,,,,,,
644.25,,1.233,0.8979,1.052,0.8613,0.8891,0.7885,
644.25115,,,,,,,,0.79837
644.954,0.5451,,,,,,,
645.1,,1.234,0.8983,1.053,0.861,0.8879,0.7871,
645.10203,,,,,,,,0.79842
645.871,0.545,,,,,,,
645.95,,1.235,0.8989,1.055,0.8606,0.8866,0.7857,
645.9529,,,,,,,,0.79809
646.789,0.5449,,,,,,,
646.8,,1.235,0.8995,1.056,0.8601,0.8851,0.7843,
646.80377,,,,,,,,0.7973399999999999
647.65,,1.236,0.9002,1.057,0.8596,0.8834,0.7827,
647.6546400000001,,,,,,,,0.7961
647.707,0.5447,,,,,,,
648.50551,,,,,,,,0.7948
648.51,,1.236,0.9009,1.059,0.859,0.8816,0.781,
648.625,0.5445,,,,,,,
649.35638,,,,,,,,0.7936
649.36,,1.236,0.9015,1.06,0.8584,0.8796,0.7792,
649.542,0.5442,,,,,,,
650.20726,,,,,,,,0.79275
650.21,,1.236,0.9021,1.062,0.8577,0.8774,0.7774,
650.46,0.544,,,,,,,
651.05813,,,,,,,,0.79205
651.06,,1.236,0.9027,1.063,0.857,0.8752,0.7754,
651.378,0.5437,,,,,,,
651.909,,,,,,,,0.79135
651.91,,1.236,0.9034,1.065,0.8562,0.8728,0.7735,
652.295,0.5434,,,,,,,
652.75987,,,,,,,,0.7902600000000001
652.76,,1.236,0.9043,1.067,0.8555,0.8705,0.7714,
653.213,0.5431,,,,,,,
653.61,,1.236,0.9053,1.068,0.8547,0.868,0.7694,
653.6107400000001,,,,,,,,0.7891699999999999
654.131,0.5428,,,,,,,
654.46,,1.236,0.9064,1.07,0.854,0.8655,0.7673,
654.46161,,,,,,,,0.78822
655.048,0.5424,,,,,,,
655.31,,1.236,0.9076,1.072,0.8533,0.863,0.7652,
655.31249,,,,,,,,0.78783
655.966,0.5421,,,,,,,
656.16,,1.235,0.9089,1.074,0.8526,0.8604,0.7632,
656.16336,,,,,,,,0.78761
656.884,0.5419,,,,,,,
657.01,,1.235,0.9103,1.075,0.852,0.8577,0.7611,
657.01423,,,,,,,,0.78741
657.802,0.5417,,,,,,,
657.8651,,,,,,,,0.78713
657.87,,1.235,0.9117,1.077,0.8514,0.855,0.7591,
658.71597,,,,,,,,0.78689
658.719,0.5415,,,,,,,
658.72,,1.234,0.9132,1.079,0.8508,0.8523,0.7572,
659.5668400000001,,,,,,,,0.78681
659.57,,1.234,0.9147,1.081,0.8502,0.8496,0.7553,
659.637,0.5414,,,,,,,
660.41772,,,,,,,,0.7865300000000001
660.42,,1.233,0.9163,1.083,0.8497,0.8469,0.7534,
660.555,0.5412,,,,,,,
661.26859,,,,,,,,0.78604
661.27,,1.233,0.9179,1.085,0.8491,0.8442,0.7516,
661.472,0.5411,,,,,,,
662.11946,,,,,,,,0.7853
662.12,,1.233,0.9196,1.086,0.8486,0.8414,0.7497,
662.39,0.5409,,,,,,,
662.97,,1.232,0.9214,1.088,0.848,0.8386,0.7477,
662.97033,,,,,,,,0.7849
663.308,0.5408,,,,,,,
663.82,,1.232,0.9232,1.09,0.8474,0.8358,0.7458,
663.8212,,,,,,,,0.78495
664.226,0.5407,,,,,,,
664.67,,1.232,0.9251,1.092,0.8469,0.8331,0.7439,
664.67207,,,,,,,,0.78545
665.143,0.5407,,,,,,,
665.52,,1.232,0.927,1.094,0.8464,0.8304,0.7421,
665.52295,,,,,,,,0.78594
