wl,reference,5,10,15,30,50,70,p3ht
1098.301,0.1342,,,,,,,
1098.61659,,,,,,,,0.20024
1098.62,,0.2605,0.2786,0.2169,0.2047,0.1659,0.1581,
1099.219,0.1337,,,,,,,
1099.46746,,,,,,,,0.20013
1099.47,,0.2599,0.2767,0.2162,0.2039,0.1652,0.1574,
1100.137,0.133,,,,,,,
1100.31834,,,,,,,,0.2000299999999999
1100.32,,0.2592,0.2751,0.2155,0.2032,0.1647,0.157,
1101.054,0.1323,,,,,,,
1101.16921,,,,,,,,0.19993
1101.17,,0.2586,0.2738,0.2148,0.2026,0.1644,0.1567,
1101.972,0.1314,,,,,,,
1102.02,,0.2579,0.2727,0.2141,0.2021,0.1643,0.1565,
1102.02008,,,,,,,,0.19983
1102.87,,0.2573,0.2718,0.2135,0.2017,0.1642,0.1565,
1102.87095,,,,,,,,0.19975
1102.89,0.1305,,,,,,,
1103.72,,0.2567,0.271,0.2128,0.2012,0.1642,0.1565,
1103.72182,,,,,,,,0.19966
1103.807,0.1295,,,,,,,
1104.57,,0.2561,0.2703,0.2122,0.2008,0.1642,0.1566,
1104.57269,,,,,,,,0.19959
1104.725,0.1286,,,,,,,
1105.42,,0.2555,0.2697,0.2116,0.2003,0.1641,0.1567,
1105.42356,,,,,,,,0.19952
1105.643,0.1277,,,,,,,
1106.27,,0.2549,0.269,0.211,0.1998,0.164,0.1568,
1106.27444,,,,,,,,0.19946
1106.56,0.127,,,,,,,
1107.12531,,,,,,,,0.19941
1107.13,,0.2544,0.2682,0.2104,0.1993,0.1638,0.1569,
1107.478,0.1264,,,,,,,
1107.97618,,,,,,,,0.1993599999999999
1107.98,,0.2538,0.2673,0.2098,0.1988,0.1635,0.1568,
1108.396,0.126,,,,,,,
1108.82705,,,,,,,,0.19932
1108.83,,0.2533,0.2662,0.2092,0.1981,0.163,0.1565,
1109.314,0.1259,,,,,,,
1109.67792,,,,,,,,0.19929
1109.68,,0.2528,0.2649,0.2087,0.1975,0.1624,0.1561,
1110.231,0.1259,,,,,,,
1110.52879,,,,,,,,0.19926
1110.53,,0.2523,0.2635,0.2081,0.1968,0.1618,0.1556,
1111.149,0.126,,,,,,,
1111.37967,,,,,,,,0.19925
1111.38,,0.2518,0.262,0.2076,0.1961,0.1611,0.155,
1112.067,0.1263,,,,,,,
1112.23,,0.2513,0.2605,0.2071,0.1953,0.1604,0.1542,
1112.23054,,,,,,,,0.19923
1112.984,0.1266,,,,,,,
1113.08,,0.2508,0.2589,0.2066,0.1946,0.1598,0.1534,
1113.08141,,,,,,,,0.19923
1113.902,0.1269,,,,,,,
1113.93,,0.2503,0.2575,0.2061,0.1939,0.1592,0.1527,
1113.93228,,,,,,,,0.19922
1114.78,,0.2498,0.2563,0.2056,0.1933,0.1588,0.152,
1114.78315,,,,,,,,0.19923
1114.82,0.127,,,,,,,
1115.63,,0.2494,0.2554,0.2051,0.1929,0.1586,0.1516,
1115.63402,,,,,,,,0.19923
1115.738,0.1269,,,,,,,
1116.48,,0.2489,0.2549,0.2047,0.1927,0.1586,0.1514,
1116.4849,,,,,,,,0.19925
1116.655,0.1266,,,,,,,
1117.33577,,,,,,,,0.19926
1117.34,,0.2485,0.255,0.2042,0.1927,0.159,0.1516,
1117.573,0.1262,,,,,,,
1118.18664,,,,,,,,0.19929
1118.19,,0.248,0.2554,0.2038,0.193,0.1596,0.1521,
1118.491,0.1255,,,,,,,
1119.03751,,,,,,,,0.19932
1119.04,,0.2476,0.2562,0.2034,0.1935,0.1603,0.1528,
1119.408,0.1246,,,,,,,
1119.88838,,,,,,,,0.19935
1119.89,,0.2472,0.2574,0.2029,0.1943,0.1612,0.1539,
1120.326,0.1237,,,,,,,
1120.73925,,,,,,,,0.19939
1120.74,,0.2468,0.2588,0.2025,0.1952,0.1622,0.155,
1121.244,0.1227,,,,,,,
1121.59,,0.2464,0.2603,0.2021,0.1962,0.1631,0.1562,
1121.59013,,,,,,,,0.19943
1122.162,0.1216,,,,,,,
1122.44,,0.246,0.2616,0.2017,0.1972,0.1638,0.1573,
1122.441,,,,,,,,0.19947
1123.079,0.1207,,,,,,,
1123.29,,0.2456,0.2626,0.2014,0.198,0.1643,0.1581,
1123.29187,,,,,,,,0.19952
1123.997,0.1199,,,,,,,
1124.14,,0.2452,0.2631,0.201,0.1986,0.1643,0.1584,
1124.14274,,,,,,,,0.19957
1124.915,0.1191,,,,,,,
1124.99,,0.2448,0.2629,0.2006,0.1988,0.1639,0.1584,
1124.99361,,,,,,,,0.19963
1125.832,0.1185,,,,,,,
1125.84,,0.2445,0.2621,0.2003,0.1987,0.1631,0.1578,
1125.84448,,,,,,,,0.19968
1126.69536,,,,,,,,0.19974
1126.7,,0.2441,0.2605,0.1999,0.1983,0.162,0.1568,
1126.75,0.1179,,,,,,,
1127.5462300000002,,,,,,,,0.1998
1127.55,,0.2438,0.2582,0.1996,0.1975,0.1605,0.1554,
1127.668,0.1174,,,,,,,
1128.3971,,,,,,,,0.19987
1128.4,,0.2435,0.2553,0.1993,0.1965,0.1589,0.1536,
1128.585,0.1169,,,,,,,
1129.24797,,,,,,,,0.19994
1129.25,,0.2431,0.252,0.199,0.1953,0.1572,0.1517,
1129.503,0.1165,,,,,,,
1130.09884,,,,,,,,0.20002
1130.1,,0.2428,0.2484,0.1987,0.1942,0.1557,0.1499,
1130.421,0.1161,,,,,,,
1130.94971,,,,,,,,0.2001
1130.95,,0.2425,0.2449,0.1984,0.1931,0.1543,0.1482,
1131.339,0.1157,,,,,,,
1131.8,,0.2422,0.2415,0.1981,0.1922,0.1532,0.1469,
1131.80058,,,,,,,,0.20018
1132.256,0.1154,,,,,,,
1132.65,,0.242,0.2384,0.1978,0.1915,0.1525,0.146,
1132.65146,,,,,,,,0.20027
1133.174,0.1152,,,,,,,
1133.5,,0.2417,0.2358,0.1975,0.1912,0.152,0.1456,
1133.50233,,,,,,,,0.20037
1134.092,0.1151,,,,,,,
1134.35,,0.2414,0.2338,0.1973,0.191,0.152,0.1458,
1134.3532,,,,,,,,0.20047
1135.009,0.1152,,,,,,,
1135.2,,0.2412,0.2324,0.197,0.1912,0.1522,0.1465,
1135.20407,,,,,,,,0.20058
1135.927,0.1155,,,,,,,
1136.05,,0.2409,0.2316,0.1968,0.1914,0.1526,0.1476,
1136.05494,,,,,,,,0.20068
1136.845,0.1161,,,,,,,
1136.90581,,,,,,,,0.2008
1136.91,,0.2407,0.2313,0.1966,0.1916,0.1532,0.1489,
1137.75669,,,,,,,,0.2009099999999999
1137.76,,0.2405,0.2314,0.1964,0.1918,0.1538,0.1505,
1137.763,0.1167,,,,,,,
1138.60756,,,,,,,,0.20103
1138.61,,0.2402,0.2317,0.1961,0.1918,0.1544,0.152,
1138.68,0.1175,,,,,,,
1139.45843,,,,,,,,0.2011599999999999
1139.46,,0.24,0.2321,0.1959,0.1915,0.1551,0.1533,
1139.598,0.1182,,,,,,,
1140.3093,,,,,,,,0.20128
1140.31,,0.2398,0.2325,0.1957,0.1908,0.1557,0.1545,
1140.516,0.1188,,,,,,,
1141.16,,0.2396,0.2327,0.1955,0.1897,0.1564,0.1553,
1141.16017,,,,,,,,0.2014099999999999
1141.433,0.1192,,,,,,,
1142.01,,0.2394,0.2327,0.1953,0.1883,0.1571,0.1557,
1142.01104,,,,,,,,0.20155
1142.351,0.1193,,,,,,,
1142.86,,0.2392,0.2325,0.1952,0.1865,0.1577,0.1556,
1142.8619199999998,,,,,,,,0.20169
1143.269,0.119,,,,,,,
1143.71,,0.2389,0.2321,0.195,0.1846,0.1583,0.1552,
1143.71279,,,,,,,,0.2018299999999999
1144.186,0.1183,,,,,,,
1144.56,,0.2387,0.2317,0.1948,0.1825,0.159,0.1544,
1144.56366,,,,,,,,0.20197
1145.104,0.1171,,,,,,,
1145.41,,0.2385,0.2313,0.1946,0.1805,0.1596,0.1533,
1145.41453,,,,,,,,0.2021099999999999
1146.022,0.1156,,,,,,,
1146.2654,,,,,,,,0.20226
1146.27,,0.2383,0.2311,0.1945,0.1786,0.1603,0.1521,
1146.94,0.1137,,,,,,,
1147.11627,,,,,,,,0.2024
1147.12,,0.2381,0.2309,0.1943,0.1771,0.1608,0.1508,
1147.857,0.1115,,,,,,,
1147.96715,,,,,,,,0.20255
1147.97,,0.2379,0.231,0.1942,0.176,0.1611,0.1494,
1148.775,0.1091,,,,,,,
1148.81802,,,,,,,,0.20269
1148.82,,0.2377,0.2312,0.1941,0.1753,0.1611,0.148,
1149.66889,,,,,,,,0.20284
1149.67,,0.2376,0.2317,0.1939,0.1751,0.1609,0.1467,
1149.693,0.1066,,,,,,,
1150.51976,,,,,,,,0.20298
1150.52,,0.2374,0.2324,0.1938,0.1755,0.1604,0.1455,
1150.61,0.104,,,,,,,
1151.37,,0.2372,0.2331,0.1937,0.1762,0.1596,0.1446,
1151.37063,,,,,,,,0.20313
1151.528,0.1015,,,,,,,
1152.22,,0.2371,0.2338,0.1936,0.1774,0.1585,0.1438,
1152.2215,,,,,,,,0.20328
1152.446,0.09902,,,,,,,
1153.07,,0.2369,0.2343,0.1934,0.1789,0.1573,0.1434,
1153.07237,,,,,,,,0.20344
1153.364,0.09663,,,,,,,
1153.92,,0.2368,0.2345,0.1933,0.1804,0.1559,0.1431,
1153.92325,,,,,,,,0.2036099999999999
1154.281,0.09449,,,,,,,
1154.77,,0.2366,0.2344,0.1932,0.182,0.1544,0.1431,
1154.77412,,,,,,,,0.20378
1155.199,0.09273,,,,,,,
1155.62,,0.2365,0.2341,0.1931,0.1836,0.1529,0.1432,
1155.62499,,,,,,,,0.20395
1156.117,0.09142,,,,,,,
1156.47586,,,,,,,,0.20414
1156.48,,0.2364,0.2335,0.193,0.1852,0.1515,0.1436,
1157.034,0.09063,,,,,,,
1157.32673,,,,,,,,0.20434
1157.33,,0.2362,0.2327,0.193,0.1866,0.1502,0.1441,
1157.952,0.09043,,,,,,,
1158.1776,,,,,,,,0.20456
1158.18,,0.2361,0.2315,0.1929,0.1878,0.149,0.1445,
1158.87,0.09099,,,,,,,
1159.0284800000002,,,,,,,,0.2048
1159.03,,0.236,0.2298,0.1928,0.1885,0.1478,0.1448,
1159.788,0.09241,,,,,,,
1159.87935,,,,,,,,0.20504
1159.88,,0.2359,0.2274,0.1928,0.1887,0.1464,0.1448,
1160.705,0.09479,,,,,,,
1160.73,,0.2358,0.2241,0.1927,0.1883,0.1447,0.1443,
1160.73022,,,,,,,,0.20528
1161.58,,0.2357,0.2198,0.1926,0.1873,0.1425,0.1434,
1161.58109,,,,,,,,0.20554
1161.623,0.09807,,,,,,,
1162.43,,0.2356,0.2146,0.1926,0.1855,0.1399,0.1418,
1162.43196,,,,,,,,0.2058
1162.541,0.1021,,,,,,,
1163.28,,0.2355,0.2081,0.1925,0.1829,0.1367,0.1395,
1163.28283,,,,,,,,0.20608
1163.458,0.1067,,,,,,,
1164.13,,0.2354,0.2002,0.1925,0.1793,0.1327,0.1364,
1164.13371,,,,,,,,0.20636
1164.376,0.1118,,,,,,,
1164.98,,0.2353,0.1907,0.1924,0.1747,0.1279,0.1324,
1164.98458,,,,,,,,0.20663
1165.294,0.1172,,,,,,,
1165.83545,,,,,,,,0.20688
1165.84,,0.2352,0.1796,0.1923,0.169,0.1223,0.1276,
1166.211,0.1225,,,,,,,
1166.68632,,,,,,,,0.2071199999999999
1166.69,,0.235,0.1678,0.1922,0.1627,0.1162,0.1222,
1167.129,0.1274,,,,,,,
1167.53719,,,,,,,,0.20736
1167.54,,0.2349,0.1561,0.1921,0.1561,0.1099,0.1165,
1168.047,0.1315,,,,,,,
1168.38806,,,,,,,,0.20759
1168.39,,0.2347,0.145,0.192,0.1496,0.1037,0.1108,
1168.965,0.1347,,,,,,,
1169.23894,,,,,,,,0.20781
1169.24,,0.2345,0.1354,0.1918,0.1436,0.09783,0.1051,
1169.882,0.1369,,,,,,,
1170.08981,,,,,,,,0.2080199999999999
1170.09,,0.2342,0.1281,0.1916,0.1384,0.0927,0.1,
1170.8,0.1378,,,,,,,
1170.94,,0.234,0.124,0.1914,0.1346,0.08879,0.09589,
1170.9406800000002,,,,,,,,0.2082099999999999
1171.718,0.137,,,,,,,
1171.79,,0.2337,0.1241,0.1912,0.1326,0.08654,0.09326,
1171.79155,,,,,,,,0.2084
1172.635,0.1344,,,,,,,
1172.64,,0.2335,0.1296,0.191,0.133,0.08639,0.09256,
1172.64242,,,,,,,,0.20858
1173.49,,0.2332,0.1416,0.1907,0.1362,0.08872,0.09421,
1173.49329,,,,,,,,0.20878
1173.553,0.1297,,,,,,,
1174.34,,0.2328,0.1607,0.1905,0.1425,0.09378,0.09852,
1174.34416,,,,,,,,0.209
1174.471,0.1242,,,,,,,
1175.19504,,,,,,,,0.20922
1175.2,,0.2325,0.1862,0.1903,0.1517,0.1014,0.1056,
1175.389,0.1174,,,,,,,
1176.04591,,,,,,,,0.20945
1176.05,,0.2323,0.2173,0.1901,0.1632,0.1117,0.1154,
1176.306,0.1092,,,,,,,
1176.89678,,,,,,,,0.2097
1176.9,,0.232,0.2535,0.1899,0.1766,0.1247,0.128,
1177.224,0.1003,,,,,,,
1177.74765,,,,,,,,0.20997
1177.75,,0.2318,0.2939,0.1898,0.1914,0.1405,0.1435,
1178.59852,,,,,,,,0.2102699999999999
1178.6,,0.2317,0.3372,0.1897,0.2068,0.1587,0.1615,
1179.44939,,,,,,,,0.21058
1179.45,,0.2316,0.3803,0.1898,0.2218,0.1781,0.181,
1180.3,,0.2316,0.4199,0.1899,0.2356,0.1972,0.2015,
1180.30027,,,,,,,,0.2109199999999999
1181.15,,0.2318,0.4526,0.1901,0.2474,0.2146,0.2229,
1181.15114,,,,,,,,0.2112699999999999
1182.0,,0.2319,0.4754,0.1904,0.2564,0.229,0.2451,
1182.00201,,,,,,,,0.21166
1182.85,,0.2322,0.4859,0.1909,0.262,0.2388,0.2672,
1182.85288,,,,,,,,0.21206
1183.7,,0.2326,0.4833,0.1914,0.2638,0.2432,0.2868,
1183.70375,,,,,,,,0.21249
1184.55,,0.233,0.4686,0.1919,0.2617,0.2409,0.3013,
1184.55462,,,,,,,,0.21295
1185.4055,,,,,,,,0.2134199999999999
1185.41,,0.2335,0.4439,0.1925,0.256,0.2311,0.3084,
1186.2563699999998,,,,,,,,0.2139199999999999
1186.26,,0.2339,0.4119,0.193,0.247,0.2133,0.306,
1187.10724,,,,,,,,0.21443
1187.11,,0.2343,0.3751,0.1935,0.2353,0.1877,0.2926,
1187.95811,,,,,,,,0.21499
1187.96,,0.2347,0.3353,0.194,0.2218,0.1559,0.2678,
1188.80898,,,,,,,,0.21558
1188.81,,0.2351,0.2945,0.1944,0.2075,0.121,0.2326,
1189.65985,,,,,,,,0.2161699999999999
1189.66,,0.2354,0.2547,0.1948,0.1933,0.08678,0.1881,
1190.51,,0.2357,0.2177,0.1951,0.1804,0.05703,0.1362,
1190.51073,,,,,,,,0.21674
1191.36,,0.2359,0.1852,0.1954,0.1694,0.03491,0.07894,
1191.3616,,,,,,,,0.21727
1192.21,,0.2362,0.1566,0.1956,0.1611,0.02106,0.01873,
1192.21247,,,,,,,,0.21778
1193.06,,0.2364,0.1304,0.1958,0.1556,0.01499,-0.04153,
1193.06334,,,,,,,,0.21827
1193.91,,0.2365,0.1055,0.196,0.1536,0.01727,-0.09884,
1193.91421,,,,,,,,0.21874
1194.76508,,,,,,,,0.2191699999999999
1194.77,,0.2366,0.08066,0.1962,0.1555,0.02859,-0.1505,
1195.61596,,,,,,,,0.2195599999999999
1195.62,,0.2367,0.05457,0.1964,0.1618,0.04858,-0.1944,
1196.46683,,,,,,,,0.21989
1196.47,,0.2367,0.02498,0.1967,0.1716,0.07362,-0.2297,
1197.3177,,,,,,,,0.2201699999999999
1197.32,,0.2367,-0.01147,0.1969,0.1831,0.09618,-0.2578,
1198.1685699999998,,,,,,,,0.2204199999999999
1198.17,,0.2366,-0.05855,0.1972,0.1962,0.1092,-0.2794,
1199.01944,,,,,,,,0.2206699999999999
1199.02,,0.2366,-0.1193,0.1974,0.2122,0.1065,-0.2949,
1199.87,,0.2365,-0.1954,0.1976,0.2314,0.08321,-0.3046,
1199.87031,,,,,,,,0.22093
1200.72,,0.2363,-0.287,0.1978,0.251,0.03603,-0.3092,
1200.72118,,,,,,,,0.22119
1201.57,,0.2362,-0.3895,0.198,0.2635,-0.03423,-0.3119,
1201.57206,,,,,,,,0.22144
1202.42,,0.2362,-0.4997,0.1983,0.2589,-0.1279,-0.3199,
1202.4229300000002,,,,,,,,0.2217
1203.27,,0.2362,-0.6143,0.1986,0.2308,-0.2436,-0.3404,
1203.2738,,,,,,,,0.2219699999999999
1204.12,,0.2363,-0.7291,0.1989,0.1779,-0.3776,-0.3785,
1204.12467,,,,,,,,0.22228
1204.97554,,,,,,,,0.22264
1204.98,,0.2365,-0.8401,0.1994,0.1026,-0.5255,-0.4361,
1205.82641,,,,,,,,0.22307
1205.83,,0.2369,-0.9429,0.1999,0.01289,-0.6793,-0.5091,
1206.67729,,,,,,,,0.22354
1206.68,,0.2374,-1.03,0.2006,-0.07802,-0.8263,-0.5878,
1207.52816,,,,,,,,0.22399
1207.53,,0.238,-1.093,0.2014,-0.1562,-0.9533,-0.6608,
1208.37903,,,,,,,,0.22438
1208.38,,0.2387,-1.119,0.2023,-0.2108,-1.048,-0.7171,
1209.2299,,,,,,,,0.22468
1209.23,,0.2394,-1.1,0.2035,-0.2378,-1.1,-0.7487,
1210.08,,0.2402,-1.029,0.2048,-0.2414,-1.109,-0.7537,
1210.08077,,,,,,,,0.22498
1210.93,,0.2411,-0.9157,0.2062,-0.23,-1.084,-0.7374,
1210.93164,,,,,,,,0.22526
1211.78,,0.2419,-0.7742,0.2076,-0.2098,-1.034,-0.7059,
1211.78252,,,,,,,,0.22544
1212.63,,0.2428,-0.6201,0.209,-0.1852,-0.9702,-0.665,
1212.63339,,,,,,,,0.22544
1213.48,,0.2435,-0.4689,0.2103,-0.1587,-0.8987,-0.6188,
1213.48426,,,,,,,,0.22518
1214.3351300000002,,,,,,,,0.22461
1214.34,,0.2442,-0.332,0.2115,-0.1307,-0.8234,-0.5688,
1215.186,,,,,,,,0.22379
1215.19,,0.2448,-0.2106,0.2125,-0.1013,-0.7473,-0.5157,
1216.03687,,,,,,,,0.2228
1216.04,,0.2453,-0.1009,0.2133,-0.06901,-0.6722,-0.4594,
1216.88775,,,,,,,,0.22174
1216.89,,0.2457,0.004177,0.2137,-0.0311,-0.598,-0.3998,
1217.73862,,,,,,,,0.2207
1217.74,,0.246,0.1135,0.2138,0.01599,-0.5238,-0.3365,
1218.58949,,,,,,,,0.2196699999999999
1218.59,,0.2462,0.2317,0.2134,0.07522,-0.4505,-0.2697,
1219.44,,0.2462,0.356,0.2127,0.1452,-0.3795,-0.2011,
1219.44036,,,,,,,,0.21846
1220.29,,0.2462,0.4789,0.2117,0.2203,-0.3115,-0.1309,
1220.29123,,,,,,,,0.2172
1221.14,,0.2461,0.589,0.2104,0.2933,-0.2474,-0.05895,
1221.1421,,,,,,,,0.2160699999999999
1221.99,,0.2458,0.6748,0.209,0.3571,-0.1882,0.0156,
1221.99297,,,,,,,,0.2152
1222.84,,0.2454,0.7288,0.2076,0.4061,-0.1357,0.09295,
1222.84385,,,,,,,,0.21475
1223.69,,0.245,0.7512,0.2061,0.437,-0.09151,0.1717,
1223.69472,,,,,,,,0.2146699999999999
1224.54559,,,,,,,,0.2148699999999999
1224.55,,0.2445,0.7457,0.2048,0.4501,-0.05644,0.2481,
1225.39646,,,,,,,,0.21529
1225.4,,0.2442,0.716,0.2037,0.4489,-0.03103,0.3168,
1226.24733,,,,,,,,0.21588
1226.25,,0.244,0.6678,0.2029,0.439,-0.0152,0.3723,
1227.0982,,,,,,,,0.21659
1227.1,,0.2439,0.6083,0.2025,0.4263,-0.008136,0.4102,
1227.94908,,,,,,,,0.2174699999999999
1227.95,,0.2442,0.5434,0.2026,0.4125,-0.008662,0.4272,
1228.79995,,,,,,,,0.21861
1228.8,,0.2447,0.4769,0.2032,0.3969,-0.01508,0.4244,
1229.65,,0.2455,0.4115,0.2042,0.3749,-0.02719,0.4029,
1229.6508199999998,,,,,,,,0.2199
1230.5,,0.2469,0.3511,0.2055,0.3407,-0.04539,0.3642,
1230.50169,,,,,,,,0.22124
1231.35,,0.2487,0.3031,0.207,0.2911,-0.06946,0.3116,
1231.35256,,,,,,,,0.2225099999999999
1232.2,,0.2512,0.2831,0.2086,0.2261,-0.09764,0.2492,
1232.20343,,,,,,,,0.22363
1233.05,,0.2542,0.3079,0.2103,0.1495,-0.1271,0.1818,
1233.05431,,,,,,,,0.22474
1233.90518,,,,,,,,0.22584
1233.91,,0.2577,0.3672,0.2119,0.06883,-0.1544,0.1155,
1234.75605,,,,,,,,0.2268599999999999
1234.76,,0.2615,0.4354,0.2135,-0.006111,-0.1747,0.05751,
1235.60692,,,,,,,,0.22774
1235.61,,0.2655,0.4893,0.2148,-0.06557,-0.1826,0.01496,
1236.45779,,,,,,,,0.22841
1236.46,,0.2695,0.514,0.2157,-0.1012,-0.1726,-0.005778,
1237.30866,,,,,,,,0.22879
1237.31,,0.2735,0.5039,0.2161,-0.1079,-0.14,-0.0001333,
1238.15954,,,,,,,,0.22888
1238.16,,0.2773,0.4613,0.2161,-0.08954,-0.0862,0.02854,
1239.01,,0.2807,0.3956,0.2159,-0.05273,-0.01795,0.07229,
1239.01041,,,,,,,,0.2288
1239.86,,0.2835,0.324,0.2156,-0.00401,0.05528,0.1218,
1239.86128,,,,,,,,0.22869
1240.71,,0.2856,0.2706,0.2153,0.0512,0.1239,0.1684,
1240.71215,,,,,,,,0.22866
1241.56,,0.2867,0.2529,0.2151,0.1096,0.1806,0.2059,
1241.5630199999998,,,,,,,,0.22878
1242.41,,0.2867,0.2625,0.2151,0.1702,0.2221,0.2323,
1242.41389,,,,,,,,0.22829
1243.26,,0.2858,0.286,0.2154,0.2322,0.2503,0.2494,
1243.26476,,,,,,,,0.22746
1244.11564,,,,,,,,0.2269699999999999
1244.12,,0.2839,0.3184,0.2162,0.2959,0.2722,0.2629,
1244.96651,,,,,,,,0.22753
1244.97,,0.281,0.361,0.2178,0.3619,0.2981,0.2808,
1245.8173800000002,,,,,,,,0.22983
1245.82,,0.2771,0.4186,0.2206,0.4306,0.339,0.3109,
1246.66825,,,,,,,,0.2348199999999999
1246.67,,0.2722,0.4969,0.2247,0.5001,0.4022,0.3579,
1247.51912,,,,,,,,0.24304
1247.52,,0.2671,0.5862,0.2293,0.5662,0.4779,0.4138,
1248.36999,,,,,,,,0.2532
1248.37,,0.2614,0.6922,0.2348,0.63,0.5718,0.4833,
1249.22,,0.2553,0.8141,0.2411,0.6908,0.682,0.5649,
1249.22087,,,,,,,,0.26382
1250.07,,0.2491,0.9472,0.2476,0.7477,0.8012,0.6528,
1250.07174,,,,,,,,0.27329
1250.92,,0.244,1.079,0.2532,0.7981,0.9167,0.7369,
1250.9226099999998,,,,,,,,0.27987
